Tabla M,nombre_dividido,standard_company_name,Estado
innova tech nc enterprise,"['innova', 'tech', 'nc', 'enterprise']",Innova IT,Correcto
innovery,['innovery'],Innovery,Correcto
innovery españa,"['innovery', 'españa']",Innovery,Correcto
instalaciones publicitarias granada,"['instalaciones', 'publicitarias', 'granada']",Instalaciones Publicitarias,Correcto
"instalaciones tecnosegur, s.l.","['instalaciones', 'tecnosegur,', 's.l.']",Tecnosegur,Correcto
instituto cambridge,"['instituto', 'cambridge']",Cambridge Institute,Correcto
instituto canario psicología empresarial sl,"['instituto', 'canario', 'psicología', 'empresarial', 'sl']",INPSI,Correcto
instituto tecnológico de informática,"['instituto', 'tecnológico', 'de', 'informática']",ITI,Correcto
integra tecnología,"['integra', 'tecnología']",Integra Tecnología,Correcto
integra tecnología y comunicación,"['integra', 'tecnología', 'y', 'comunicación']",Integra Tecnología,Correcto
intelygenz,['intelygenz'],Intelygenz,Correcto
intelygenz,['intelygenz'],Intelygenz,Correcto
intelygenz s.a,"['intelygenz', 's.a']",Intelygenz,Correcto
interempleo,['interempleo'],Interempleo,Correcto
interempleo ett,"['interempleo', 'ett']",Interempleo,Correcto
intrum,['intrum'],Intrum,Correcto
intrum ab,"['intrum', 'ab']",Intrum,Correcto
invoin,['invoin'],Grupo INVOIN,Correcto
invoin,['invoin'],Grupo INVOIN,Correcto
invoin consulting,"['invoin', 'consulting']",Grupo INVOIN,Correcto
invoin technology,"['invoin', 'technology']",Grupo INVOIN,Correcto
inycom,['inycom'],Inycom,Correcto
inycom,['inycom'],Inycom,Correcto
io digital,"['io', 'digital']",IO Digital,Correcto
io interactive,"['io', 'interactive']",IO Interactive,Correcto
io investigación,"['io', 'investigación']",IO Investigación,Correcto
ioon,['ioon'],Ioon Technologies,Correcto
ioon,['ioon'],Ioon Technologies,Correcto
ioon technologies,"['ioon', 'technologies']",Ioon Technologies,Correcto
ioon technologies slu,"['ioon', 'technologies', 'slu']",Ioon Technologies,Correcto
irium,['irium'],Irium Soluciones Y Sistemas,Correcto
irium - spain,"['irium', '-', 'spain']",Irium Soluciones Y Sistemas,Correcto
irium - spain,"['irium', '-', 'spain']",Irium Soluciones Y Sistemas,Correcto
irium soluciones y sistemas,"['irium', 'soluciones', 'y', 'sistemas']",Irium Soluciones Y Sistemas,Correcto
iscarem human resources,"['iscarem', 'human', 'resources']",ISCAREM Human Resources,Correcto
"iscarem human resources, s.l.","['iscarem', 'human', 'resources,', 's.l.']",ISCAREM Human Resources,Correcto
isprox,['isprox'],ISPROX,Correcto
isprox work solutions,"['isprox', 'work', 'solutions']",ISPROX,Correcto
iss profesionalia,"['iss', 'profesionalia']",ISS Profesionalia,Correcto
iss profesionalia                     it technology: 18 years making it human!,"['iss', 'profesionalia', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', 'it', 'technology:', '18', 'years', 'making', 'it', 'human!']",ISS Profesionalia,Correcto
it business vision,"['it', 'business', 'vision']",IT Business Vision,Correcto
it human resources,"['it', 'human', 'resources']",IT Human Resources,Correcto
it partner,"['it', 'partner']",IT Partner,Correcto
it partner españa,"['it', 'partner', 'españa']",IT Partner,Correcto
it recruiter talent s.l.,"['it', 'recruiter', 'talent', 's.l.']",It Recruiter Talent,Correcto
it rescue,"['it', 'rescue']",IT Rescue,Correcto
it sicap consultoría y sistemas,"['it', 'sicap', 'consultoría', 'y', 'sistemas']",ITSICAP,Correcto
italenters,['italenters'],iTalenters,Correcto
italenters,['italenters'],iTalenters,Correcto
izertis,['izertis'],Izertis,Correcto
izertis,['izertis'],Izertis,Correcto
izertis,['izertis'],Izertis,Correcto
izertis s. a,"['izertis', 's.', 'a']",Izertis,Correcto
izertis s.a,"['izertis', 's.a']",Izertis,Correcto
izertis s.a,"['izertis', 's.a']",Izertis,Correcto
jpc informatica y comunicaciones sl,"['jpc', 'informatica', 'y', 'comunicaciones', 'sl']",JPC Informática y Comunicaciones,Correcto
"jpc informática y comunicaciones, s.l.","['jpc', 'informática', 'y', 'comunicaciones,', 's.l.']",JPC Informática y Comunicaciones,Correcto
junta de andalucia,"['junta', 'de', 'andalucia']",Junta de Andalucía,Correcto
junta de andalucía,"['junta', 'de', 'andalucía']",Junta de Andalucía,Correcto
k-infotec,['k-infotec'],K Infotec Sistemas,Correcto
k-infotec sistemas,"['k-infotec', 'sistemas']",K Infotec Sistemas,Correcto
k-infotec sistemas s.a.u,"['k-infotec', 'sistemas', 's.a.u']",K Infotec Sistemas,Correcto
k2 capo slu,"['k2', 'capo', 'slu']",K2 Capo,Correcto
k2 partnering,"['k2', 'partnering']",K2 Partnering Solutions,Correcto
k2 partnering solutions,"['k2', 'partnering', 'solutions']",K2 Partnering Solutions,Correcto
k2 talent solutions,"['k2', 'talent', 'solutions']",K2 Partnering Solutions,Correcto
kairós digital solutions,"['kairós', 'digital', 'solutions']",Kairós Digital Solutions,Correcto
kairós digital solutions s.l.,"['kairós', 'digital', 'solutions', 's.l.']",Kairós Digital Solutions,Correcto
kaizen institute western europe,"['kaizen', 'institute', 'western', 'europe']",Kaizen Talent,Correcto
kaizen talent,"['kaizen', 'talent']",Kaizen Talent,Correcto
kapres technology,"['kapres', 'technology']",Kapres Technology,Correcto
"kapres technology, s.l.","['kapres', 'technology,', 's.l.']",Kapres Technology,Correcto
kapsch,['kapsch'],Kapsch TrafficCom,Correcto
kapsch trafficcom ag,"['kapsch', 'trafficcom', 'ag']",Kapsch TrafficCom,Correcto
kapsch trafficcom transportation s.a.u.,"['kapsch', 'trafficcom', 'transportation', 's.a.u.']",Kapsch TrafficCom,Correcto
kapsch trafficcom transportation sau,"['kapsch', 'trafficcom', 'transportation', 'sau']",Kapsch TrafficCom,Correcto
keapps,['keapps'],Keapps,Correcto
keapps,['keapps'],Keapps,Correcto
keapps,['keapps'],Keapps,Correcto
keyrus,['keyrus'],Keyrus,Correcto
keyrus sea,"['keyrus', 'sea']",Keyrus,Correcto
keyrus spain,"['keyrus', 'spain']",Keyrus,Correcto
kiteris,['kiteris'],Kiteris Solutions,Correcto
kiteris solutions,"['kiteris', 'solutions']",Kiteris Solutions,Correcto
kpmg,['kpmg'],KPMG,Correcto
kpmg asesores a coruña,"['kpmg', 'asesores', 'a', 'coruña']",KPMG,Correcto
kpmg asesores barcelona,"['kpmg', 'asesores', 'barcelona']",KPMG,Correcto
kpmg españa,"['kpmg', 'españa']",KPMG,Correcto
kpmg ireland,"['kpmg', 'ireland']",KPMG,Correcto
kpmg spain,"['kpmg', 'spain']",KPMG,Correcto
krell consulting,"['krell', 'consulting']",Krell Consulting,Correcto
krell consulting & training,"['krell', 'consulting', '&', 'training']",Krell Consulting,Correcto
"krell consulting & training, s.l.","['krell', 'consulting', '&', 'training,', 's.l.']",Krell Consulting,Correcto
krell consulting &amp; training,"['krell', 'consulting', '&amp;', 'training']",Krell Consulting,Correcto
krell-consulting,['krell-consulting'],Krell Consulting,Correcto
krell-consulting,['krell-consulting'],Krell Consulting,Correcto
kyndryl,['kyndryl'],Kyndryl,Correcto
"kyndryl españa, s.a.","['kyndryl', 'españa,', 's.a.']",Kyndryl,Correcto
la casa del pc,"['la', 'casa', 'del', 'pc']",La Casa Del Pc,Correcto
la e factoría,"['la', 'e', 'factoría']",La E Factoria,Correcto
la fabrica de software y hardware sl,"['la', 'fabrica', 'de', 'software', 'y', 'hardware', 'sl']",La Fabrica De Software Y Hardware,Correcto
la rueca,"['la', 'rueca']",La Rueca,Correcto
la teva web,"['la', 'teva', 'web']",La Teva,Correcto
laboratorios morales soler sl,"['laboratorios', 'morales', 'soler', 'sl']",Laboratorios Morales Soler,Correcto
laboratorios natysal,"['laboratorios', 'natysal']",Laboratorios Natysal,Correcto
leadtech,['leadtech'],Leadtech Group,Correcto
leadtech group,"['leadtech', 'group']",Leadtech Group,Correcto
leitat - centro tecnológico,"['leitat', '-', 'centro', 'tecnológico']",Leitat Technological Center,Correcto
leitat technological center,"['leitat', 'technological', 'center']",Leitat Technological Center,Correcto
lhh,['lhh'],IHH Recruitment Solutions,Correcto
lhh recruitment solutions,"['lhh', 'recruitment', 'solutions']",IHH Recruitment Solutions,Correcto
lifull connect,"['lifull', 'connect']",Lifull Connect,Correcto
lifull connect,"['lifull', 'connect']",Lifull Connect,Correcto
ljselection,['ljselection'],LJselection,Correcto
ljselection,['ljselection'],LJselection,Correcto
lks next,"['lks', 'next']",LKS NEXT,Correcto
lks selection & training management,"['lks', 'selection', '&', 'training', 'management']",LKS NEXT,Correcto
logicalis,['logicalis'],Logicalis,Correcto
logicalis gmbh,"['logicalis', 'gmbh']",Logicalis,Correcto
logicalis spain,"['logicalis', 'spain']",Logicalis,Correcto
lognext,['lognext'],Lognext,Correcto
lognext,['lognext'],Lognext,Correcto
looking for talent consultora de rrhh,"['looking', 'for', 'talent', 'consultora', 'de', 'rrhh']",Looking For Talent,Correcto
looking for talent consultores,"['looking', 'for', 'talent', 'consultores']",Looking For Talent,Correcto
lynx view,"['lynx', 'view']",Lynx View,Correcto
lynx view,"['lynx', 'view']",Lynx View,Correcto
lãberit,['lãberit'],Lãberit,Correcto
lãberit,['lãberit'],Lãberit,Correcto
"líder del sector de alimentación y bebidas, con arraigada cultura familiar, en constante desarrollo y expansión nacional e internacional.","['líder', 'del', 'sector', 'de', 'alimentación', 'y', 'bebidas,', 'con', 'arraigada', 'cultura', 'familiar,', 'en', 'constante', 'desarrollo', 'y', 'expansión', 'nacional', 'e', 'internacional.']",empresa anónima,Correcto
líder nacional del sector en formación on-line y a distancia,"['líder', 'nacional', 'del', 'sector', 'en', 'formación', 'on-line', 'y', 'a', 'distancia']",empresa anónima,Correcto
m47 labs,"['m47', 'labs']",M47 Labs,Correcto
"m47 labs & international fiducia, s.l.","['m47', 'labs', '&', 'international', 'fiducia,', 's.l.']",M47 Labs,Correcto
magtel,['magtel'],Magtel,Correcto
magtel,['magtel'],Magtel,Correcto
malthus darwin,"['malthus', 'darwin']",Malthus Darwin,Correcto
malthus darwin,"['malthus', 'darwin']",Malthus Darwin,Correcto
manpowergroup españa,"['manpowergroup', 'españa']",ManpowerGroup,Correcto
manpowergroup talent solutions,"['manpowergroup', 'talent', 'solutions']",ManpowerGroup,Correcto
marketing digital náutico,"['marketing', 'digital', 'náutico']",empresa anónima,Correcto
marketing social media,"['marketing', 'social', 'media']",empresa anónima,Correcto
marlex,['marlex'],Marlex Human Capital,Correcto
marlex human capital,"['marlex', 'human', 'capital']",Marlex Human Capital,Correcto
marlex interim,"['marlex', 'interim']",Marlex Human Capital,Correcto
marqués,['marqués'],Marques Soluciones TIC,Correcto
marqués | soluciones tecnológicas para empresas,"['marqués', '|', 'soluciones', 'tecnológicas', 'para', 'empresas']",Marques Soluciones TIC,Correcto
materialise,['materialise'],Materialise,Correcto
materialise nv,"['materialise', 'nv']",Materialise,Correcto
mecalux,['mecalux'],Mecalux,Correcto
mecalux levante sa,"['mecalux', 'levante', 'sa']",Mecalux,Correcto
mensoft consultores s.l,"['mensoft', 'consultores', 's.l']",Mensoft Consultores,Correcto
"mensoft consultores, s.l","['mensoft', 'consultores,', 's.l']",Mensoft Consultores,Correcto
mercadona,['mercadona'],Mercadona,Correcto
mercadona sa,"['mercadona', 'sa']",Mercadona,Correcto
merkle,['merkle'],Merkle,Correcto
merkle spain,"['merkle', 'spain']",Merkle,Correcto
metrica consulting,"['metrica', 'consulting']",Metrica Consulting,Correcto
"metrica consulting, s.l","['metrica', 'consulting,', 's.l']",Metrica Consulting,Correcto
mia advanced systems,"['mia', 'advanced', 'systems']",Mia Advanced Systems,Correcto
mia advanced systems,"['mia', 'advanced', 'systems']",Mia Advanced Systems,Correcto
mia advanced systems,"['mia', 'advanced', 'systems']",Mia Advanced Systems,Correcto
michael page,"['michael', 'page']",PageGroup,Correcto
michael page,"['michael', 'page']",PageGroup,Correcto
michael page españa,"['michael', 'page', 'españa']",PageGroup,Correcto
michelin,['michelin'],Michelin,Correcto
michelin oy,"['michelin', 'oy']",Michelin,Correcto
microsoft,['microsoft'],Microsoft,Correcto
microsoft corporation,"['microsoft', 'corporation']",Microsoft,Correcto
minsait,['minsait'],Minsait Consultoría,Correcto
minsait (indra soluciones ti),"['minsait', '(indra', 'soluciones', 'ti)']",Minsait Consultoría,Correcto
mnemo,['mnemo'],MNEMO Servicios TI,Correcto
mnemo servicios ti,"['mnemo', 'servicios', 'ti']",MNEMO Servicios TI,Correcto
moffatt & nichol,"['moffatt', '&', 'nichol']",Moffat & Nichol,Correcto
moffatt and nichol,"['moffatt', 'and', 'nichol']",Moffat & Nichol,Correcto
moffatt and nichol,"['moffatt', 'and', 'nichol']",Moffat & Nichol,Correcto
montaner,['montaner'],Montaner & Asociados,Correcto
montaner & asociados,"['montaner', '&', 'asociados']",Montaner & Asociados,Correcto
montared fiber,"['montared', 'fiber']",Montared Fiber,Correcto
montared fiber,"['montared', 'fiber']",Montared Fiber,Correcto
morgan philips executive search,"['morgan', 'philips', 'executive', 'search']",Morgan Philips Group,Correcto
morgan philips group,"['morgan', 'philips', 'group']",Morgan Philips Group,Correcto
mudanzas la seda,"['mudanzas', 'la', 'seda']",Mudanzas La Seda,Correcto
mudanzas plata,"['mudanzas', 'plata']",Mudanzas Plata,Correcto
"ncs seguridad, s.l.","['ncs', 'seguridad,', 's.l.']",NCS Seguridad,Correcto
ncs spain,"['ncs', 'spain']",NCS Seguridad,Correcto
neoland,['neoland'],Neoland,Correcto
neoland (madrid),"['neoland', '(madrid)']",Neoland,Correcto
neoris,['neoris'],Neoris,Correcto
neoris,['neoris'],Neoris,Correcto
neotalent,['neotalent'],Neotalent,Correcto
neotalent,['neotalent'],Neotalent,Correcto
nestlé,['nestlé'],Nestlé,Correcto
nestlé operational services worldwide sa gtp,"['nestlé', 'operational', 'services', 'worldwide', 'sa', 'gtp']",Nestlé,Correcto
netcheck,['netcheck'],Netcheck,Correcto
netcheck,['netcheck'],Netcheck,Correcto
new relic,"['new', 'relic']",New Relic,Correcto
"new relic, inc.","['new', 'relic,', 'inc.']",New Relic,Correcto
new tandem,"['new', 'tandem']",New Tandem,Correcto
new tandem sim,"['new', 'tandem', 'sim']",New Tandem,Correcto
nextret,['nextret'],Nextret,Correcto
nextret,['nextret'],Nextret,Correcto
nexttic,['nexttic'],Nexttic,Correcto
nexttic,['nexttic'],Nexttic,Correcto
nigel frank,"['nigel', 'frank']",Nigel Frank: Microsoft Recruitment,Correcto
nigel frank international,"['nigel', 'frank', 'international']",Nigel Frank: Microsoft Recruitment,Correcto
nigel frank international limited,"['nigel', 'frank', 'international', 'limited']",Nigel Frank: Microsoft Recruitment,Correcto
nous,['nous'],Nous Gestion De Proyectos IT,Correcto
nous,['nous'],Nous Gestion De Proyectos IT,Correcto
nous gestión de proyectos it,"['nous', 'gestión', 'de', 'proyectos', 'it']",Nous Gestion De Proyectos IT,Correcto
nous gestión de proyectos it,"['nous', 'gestión', 'de', 'proyectos', 'it']",Nous Gestion De Proyectos IT,Correcto
nova notio s.l.,"['nova', 'notio', 's.l.']",Novanotio,Correcto
nova studio,"['nova', 'studio']",NOVA Studio,Correcto
novanotio,['novanotio'],Novanotio,Correcto
novanotio,['novanotio'],Novanotio,Correcto
novartis,['novartis'],Novartis Farmacéutica,Correcto
"novartis farmacéutica, s.a.","['novartis', 'farmacéutica,', 's.a.']",Novartis Farmacéutica,Correcto
novatec,['novatec'],Novatec Software,Correcto
novatec software engineering españa sl,"['novatec', 'software', 'engineering', 'españa', 'sl']",Novatec Software,Correcto
npaw spain,"['npaw', 'spain']",NPAW,Correcto
npaw spain,"['npaw', 'spain']",NPAW,Correcto
npr spain,"['npr', 'spain']",NPR,Correcto
npr spain,"['npr', 'spain']",NPR,Correcto
ntt,['ntt'],NTT DATA,Correcto
ntt data,"['ntt', 'data']",NTT DATA,Correcto
ntt data corporation,"['ntt', 'data', 'corporation']",NTT DATA,Correcto
ntt data europe & latam,"['ntt', 'data', 'europe', '&', 'latam']",NTT DATA,Correcto
ntt data ofertas de empleo profesionales,"['ntt', 'data', 'ofertas', 'de', 'empleo', 'profesionales']",NTT DATA,Correcto
ntt ltd.,"['ntt', 'ltd.']",NTT DATA,Correcto
ntt spain intelligent technologies and services s.l.u.,"['ntt', 'spain', 'intelligent', 'technologies', 'and', 'services', 's.l.u.']",NTT DATA,Correcto
nucleoo,['nucleoo'],Nucleoo,Correcto
nucleoo,['nucleoo'],Nucleoo,Correcto
nunsys,['nunsys'],Nunsys,Correcto
nunsys,['nunsys'],Nunsys,Correcto
nuvolar,['nuvolar'],Nuvolar Works,Correcto
nuvolar works,"['nuvolar', 'works']",Nuvolar Works,Correcto
o2o,['o2o'],O2O Digital Strategy,Correcto
o2o - one2one digital strategy,"['o2o', '-', 'one2one', 'digital', 'strategy']",O2O Digital Strategy,Correcto
oca global,"['oca', 'global']",OCA Global,Correcto
oca global,"['oca', 'global']",OCA Global,Correcto
odilo,['odilo'],Odilo,Correcto
odilo,['odilo'],Odilo,Correcto
ofg,['ofg'],O.F.G. Adquisiciones e Ingeniería,Correcto
ofg adquisiciones e ingeniería,"['ofg', 'adquisiciones', 'e', 'ingeniería']",O.F.G. Adquisiciones e Ingeniería,Correcto
ofg ingenierã­a y adquisiciones s.l.,"['ofg', 'ingenierã\xada', 'y', 'adquisiciones', 's.l.']",O.F.G. Adquisiciones e Ingeniería,Correcto
ofg ingeniería y adquisiciones s.l.,"['ofg', 'ingeniería', 'y', 'adquisiciones', 's.l.']",O.F.G. Adquisiciones e Ingeniería,Correcto
ofg ingeniería y adquisiciones s.l.,"['ofg', 'ingeniería', 'y', 'adquisiciones', 's.l.']",O.F.G. Adquisiciones e Ingeniería,Correcto
oficina,['oficina'],empresa anónima,Correcto
oficina de empleo ▪️ comunidad de madrid,"['oficina', 'de', 'empleo', '▪️', 'comunidad', 'de', 'madrid']",Oficina de Empleo,Correcto
oficina de treball del soc,"['oficina', 'de', 'treball', 'del', 'soc']",Oficines de Treball,Correcto
oficina del servicio andaluz de empleo,"['oficina', 'del', 'servicio', 'andaluz', 'de', 'empleo']",Oficina de Empleo,Correcto
oliver james,"['oliver', 'james']",Oliver James Associates,Correcto
oliver james associates,"['oliver', 'james', 'associates']",Oliver James Associates,Correcto
omega crm,"['omega', 'crm']",Omega CRM,Correcto
omega crm consulting,"['omega', 'crm', 'consulting']",Omega CRM,Correcto
"omega crm, a merkle company","['omega', 'crm,', 'a', 'merkle', 'company']",Omega CRM,Correcto
one player mission,"['one', 'player', 'mission']",OPM Jobs,Correcto
one totem,"['one', 'totem']",One Totem,Correcto
ong,['ong'],empresa anónima,Correcto
ong,['ong'],empresa anónima,Correcto
oracle,['oracle'],Oracle,Correcto
oracle corporation,"['oracle', 'corporation']",Oracle,Correcto
orange fish s.l,"['orange', 'fish', 's.l']",Orange Fish Group,Correcto
orange quarter,"['orange', 'quarter']",Orange Quarter,Correcto
orbital critical systems,"['orbital', 'critical', 'systems']",Grupo CAF,Correcto
orbital grupo caf,"['orbital', 'grupo', 'caf']",Grupo CAF,Correcto
orizon soluciones tecnologicas,"['orizon', 'soluciones', 'tecnologicas']",Orizon Soluciones Tecnológicas,Correcto
orizon soluciones tecnologicas,"['orizon', 'soluciones', 'tecnologicas']",Orizon Soluciones Tecnológicas,Correcto
orizon soluciones tecnologicas,"['orizon', 'soluciones', 'tecnologicas']",Orizon Soluciones Tecnológicas,Correcto
oxigent technologies,"['oxigent', 'technologies']",Oxigent Technologies,Correcto
oxigent technologies,"['oxigent', 'technologies']",Oxigent Technologies,Correcto
ozona tech,"['ozona', 'tech']",Ozona Tech,Correcto
ozona tecnología,"['ozona', 'tecnología']",Ozona Tech,Correcto
page personnel,"['page', 'personnel']",PageGroup,Correcto
page personnel / selección de personal (temporal e indefinido),"['page', 'personnel', '/', 'selección', 'de', 'personal', '(temporal', 'e', 'indefinido)']",PageGroup,Correcto
page personnel es,"['page', 'personnel', 'es']",PageGroup,Correcto
page personnel españa,"['page', 'personnel', 'españa']",PageGroup,Correcto
page personnel ett,"['page', 'personnel', 'ett']",PageGroup,Correcto
page personnel ett,"['page', 'personnel', 'ett']",PageGroup,Correcto
page personnel ett,"['page', 'personnel', 'ett']",PageGroup,Correcto
page personnel spain,"['page', 'personnel', 'spain']",PageGroup,Correcto
panel sistemas informaticos,"['panel', 'sistemas', 'informaticos']",Panel Sistemas Informáticos,Correcto
panel sistemas informáticos,"['panel', 'sistemas', 'informáticos']",Panel Sistemas Informáticos,Correcto
panel sistemas informáticos,"['panel', 'sistemas', 'informáticos']",Panel Sistemas Informáticos,Correcto
paradigma (pdgm),"['paradigma', '(pdgm)']",Paradigma Digital,Correcto
paradigma digital,"['paradigma', 'digital']",Paradigma Digital,Correcto
payfit,['payfit'],PayFit,Correcto
payfit france,"['payfit', 'france']",PayFit,Correcto
pepsico,['pepsico'],Pepsico,Correcto
pepsico deutschland gmbh,"['pepsico', 'deutschland', 'gmbh']",Pepsico,Correcto
pertemps erp,"['pertemps', 'erp']",Pertemps Network Group,Correcto
pertemps erp (part of network emea),"['pertemps', 'erp', '(part', 'of', 'network', 'emea)']",Pertemps Network Group,Correcto
phicus tecnología,"['phicus', 'tecnología']",Phicus Tecnología,Correcto
"phicus tecnología, s.l.","['phicus', 'tecnología,', 's.l.']",Phicus Tecnología,Correcto
pimec,['pimec'],Pimec Jobs,Correcto
pimec jobs,"['pimec', 'jobs']",Pimec Jobs,Correcto
planeta huerto,"['planeta', 'huerto']",Planeta Huerto,Correcto
planeta huerto career,"['planeta', 'huerto', 'career']",Planeta Huerto,Correcto
plexus,['plexus'],Plexus Tech,Correcto
plexus tech,"['plexus', 'tech']",Plexus Tech,Correcto
polygon,['polygon'],Polygon Technology,Correcto
polygon technology,"['polygon', 'technology']",Polygon Technology,Correcto
pos crm,"['pos', 'crm']",POS Digital Solutions,Correcto
pos digital solutions,"['pos', 'digital', 'solutions']",POS Digital Solutions,Correcto
power electronics,"['power', 'electronics']",Power Electronics,Correcto
power factors,"['power', 'factors']",Power Factors,Correcto
ppg,['ppg'],PPG Industrial Coatings,Correcto
ppg coatings deutschland gmbh,"['ppg', 'coatings', 'deutschland', 'gmbh']",PPG Industrial Coatings,Correcto
primeit,['primeit'],Primeit,Correcto
primeit españa,"['primeit', 'españa']",Primeit,Correcto
procesia,['procesia'],Procesia Proyectos y Servicios,Correcto
procesia,['procesia'],Procesia Proyectos y Servicios,Correcto
procesia proyectos y servicios,"['procesia', 'proyectos', 'y', 'servicios']",Procesia Proyectos y Servicios,Correcto
prodware,['prodware'],Prodware,Correcto
prodware españa,"['prodware', 'españa']",Prodware,Correcto
proport project control,"['proport', 'project', 'control']",Proport Project Control,Correcto
proport project control,"['proport', 'project', 'control']",Proport Project Control,Correcto
prosegur,['prosegur'],Prosegur,Correcto
prosegur,['prosegur'],Prosegur,Correcto
psicotec,['psicotec'],Psicotec,Correcto
psicotec,['psicotec'],Psicotec,Correcto
psicotec sa,"['psicotec', 'sa']",Psicotec,Correcto
pss,['pss'],PSS,Correcto
pss,['pss'],PSS,Correcto
pss tecnologías de la información,"['pss', 'tecnologías', 'de', 'la', 'información']",PSS,Correcto
ptv telecom,"['ptv', 'telecom']",PTV Telecom,Correcto
ptv telecom,"['ptv', 'telecom']",PTV Telecom,Correcto
pwc,['pwc'],PWC,Correcto
pwc españa,"['pwc', 'españa']",PWC,Correcto
q-tech,['q-tech'],Q-tech IT Recruitment,Correcto
q-tech,['q-tech'],Q-tech IT Recruitment,Correcto
q-tech recruitment consultants,"['q-tech', 'recruitment', 'consultants']",Q-tech IT Recruitment,Correcto
quental,['quental'],Quental Technologies,Correcto
quental technologies,"['quental', 'technologies']",Quental Technologies,Correcto
randstad,['randstad'],Randstad,Correcto
randstad  technologies centro,"['randstad', '', 'technologies', 'centro']",Randstad,Correcto
randstad es,"['randstad', 'es']",Randstad,Correcto
randstad españa,"['randstad', 'españa']",Randstad,Correcto
randstad professionals,"['randstad', 'professionals']",Randstad,Correcto
randstad spain,"['randstad', 'spain']",Randstad,Correcto
randstad technologies,"['randstad', 'technologies']",Randstad,Correcto
randstad technologies españa,"['randstad', 'technologies', 'españa']",Randstad,Correcto
rawson bpo,"['rawson', 'bpo']",Rawson BPO,Correcto
rawson bpo,"['rawson', 'bpo']",Rawson BPO,Correcto
rdt,['rdt'],RDT Engineers,Correcto
rdt engineers,"['rdt', 'engineers']",RDT Engineers,Correcto
rdt ingenieros,"['rdt', 'ingenieros']",RDT Engineers,Correcto
rdt ingenieros,"['rdt', 'ingenieros']",RDT Engineers,Correcto
red commerce,"['red', 'commerce']",RED Global,Correcto
red global,"['red', 'global']",RED Global,Correcto
red global,"['red', 'global']",RED Global,Correcto
red hat,"['red', 'hat']",Red Hat,Correcto
red hat software,"['red', 'hat', 'software']",Red Hat,Correcto
red hospitalaria recoletas,"['red', 'hospitalaria', 'recoletas']",Grupo Recoletas Red Hospitalaria,Correcto
remote and talent,"['remote', 'and', 'talent']",Remote and Talent,Correcto
remote team solutions,"['remote', 'team', 'solutions']",Remote Team Solutions,Correcto
remote tech solutions sl,"['remote', 'tech', 'solutions', 'sl']",Remote Team Solutions,Correcto
repsol,['repsol'],Repsol,Correcto
repsol europe finance sarl,"['repsol', 'europe', 'finance', 'sarl']",Repsol,Correcto
ria,['ria'],Ria Money Transfer,Correcto
ria money transfer,"['ria', 'money', 'transfer']",Ria Money Transfer,Correcto
ricoh,['ricoh'],Ricoh,Correcto
ricoh españa,"['ricoh', 'españa']",Ricoh,Correcto
ricoh españa,"['ricoh', 'españa']",Ricoh,Correcto
roadsurfer,['roadsurfer'],Roadsurfer,Correcto
roadsurfer gmbh,"['roadsurfer', 'gmbh']",Roadsurfer,Correcto
robert bosch españa fabrica madrid sa,"['robert', 'bosch', 'españa', 'fabrica', 'madrid', 'sa']",Bosch,Correcto
robert walters,"['robert', 'walters']",Robert Walters,Correcto
robert walters spain,"['robert', 'walters', 'spain']",Robert Walters,Correcto
rosoftware,['rosoftware'],Rosoftware,Correcto
rosoftware,['rosoftware'],Rosoftware,Correcto
sandav,['sandav'],Sandav Consultores,Correcto
sandav,['sandav'],Sandav Consultores,Correcto
sandav consultores,"['sandav', 'consultores']",Sandav Consultores,Correcto
santander,['santander'],Banco Santander,Correcto
santander digital services,"['santander', 'digital', 'services']",Banco Santander,Correcto
scalian,['scalian'],Scalian,Correcto
scalian spain,"['scalian', 'spain']",Scalian,Correcto
schneider electric,"['schneider', 'electric']",Schneider Electric,Correcto
schneider electric industries sas,"['schneider', 'electric', 'industries', 'sas']",Schneider Electric,Correcto
sci serviclients - barcelona,"['sci', 'serviclients', '-', 'barcelona']",SCI Serviclients,Correcto
sci serviclients informática sl,"['sci', 'serviclients', 'informática', 'sl']",SCI Serviclients,Correcto
sci – serviclients informatica,"['sci', '–', 'serviclients', 'informatica']",SCI Serviclients,Correcto
sdad iwantic s. l.,"['sdad', 'iwantic', 's.', 'l.']",Iwantic,Correcto
sdad iwantic s.l.,"['sdad', 'iwantic', 's.l.']",Iwantic,Correcto
sdi digital group,"['sdi', 'digital', 'group']",SDi Digital Group,Correcto
sdi soluciones informáticas,"['sdi', 'soluciones', 'informáticas']",SDi Digital Group,Correcto
seat code,"['seat', 'code']",Seat,Correcto
seat sa,"['seat', 'sa']",Seat,Correcto
sebastián consultores,"['sebastián', 'consultores']",Sebastián Consultores,Correcto
sebastián consultores,"['sebastián', 'consultores']",Sebastián Consultores,Correcto
sectorea,['sectorea'],Sectorea IT,Correcto
sectorea it,"['sectorea', 'it']",Sectorea IT,Correcto
sectorea it seleccion,"['sectorea', 'it', 'seleccion']",Sectorea IT,Correcto
securitas,['securitas'],Securitas Direct,Correcto
securitas direct,"['securitas', 'direct']",Securitas Direct,Correcto
